sample_id,tepname,temp,tepvalue
271,simga,"[322.6118, 373.0014, 422.9675, 472.9336, 522.8997, 572.8659, 622.832, 672.7981, 722.7642, 773.1538]","[443406.6, 393956, 345192.3, 297802.2, 255219.8, 214011, 177609.9, 147390.1, 121291.2, 101373.6]"
359,simga,"[301.5106, 319.1339, 366.4653, 414.3001, 462.1349, 509.9698, 558.3082, 606.6465, 654.4814, 702.3162]","[326320.6, 308251.9, 261039.9, 224900.1, 188177.5, 154951.4, 125804.5, 101902.3, 83245.01, 67501.45]"
216,simga,"[321.5094, 393.7107, 441.2579, 464.1509, 487.044, 511.6981, 534.5912, 562.7673, 582.1384, 610.3145, 631.4465, 657.8616, 680.7547, 703.6478]","[208932.5, 142592.6, 109041.4, 102178.6, 85403.05, 79302.83, 67864.92, 63289.76, 54901.96, 48039.22, 46514.16, 42701.53, 40413.94, 38888.89]"
437,simga,"[323.2558, 373.0897, 422.9236, 473.1728, 523.0066, 572.8405, 622.6744, 672.9236, 722.7575, 772.5914]","[63719.75, 49276.96, 38294.74, 32910.57, 30274.4, 25602.61, 21032.61, 16666.24, 12299.8, 8544.039]"
236,simga,"[347.975, 400.3034, 452.1237, 502.4435, 553.2422, 603.0429, 652.8335, 701.6331, 726.2791]","[166018.2, 123865.1, 89494.16, 66147.86, 49935.15, 39883.27, 35019.46, 32749.68, 31776.91]"
451,simga,"[323.2558, 373.0897, 422.9236, 472.7575, 523.0066, 572.8405, 622.6744, 672.9236, 722.7575, 773.0066]","[78172.67, 57826.58, 43892.71, 36167.48, 29663.72, 24381.24, 19505.89, 15037.75, 11078.42, 8340.561]"
295,simga,"[300.5537, 318.8261, 368.1063, 417.9402, 466.6667, 516.5006, 540.3101, 566.3344, 590.144, 616.1683, 639.9779, 664.8948, 688.7043, 713.6213, 761.794, 810.5205]","[223729.4, 208276.1, 167479.4, 127919, 96703.3, 73214.29, 60851.65, 56833.79, 49107.14, 44780.22, 41071.43, 38289.84, 36126.37, 33653.85, 30563.19, 26236.26]"
289,simga,"[301.1905, 319.0476, 367.2619, 416.6667, 464.881, 513.6905, 563.0952, 611.9048, 660.7143, 709.5238]","[390495.9, 356749.3, 285812.7, 227961.4, 181818.2, 146005.5, 117079.9, 93663.91, 75757.58, 61294.77]"
327,simga,"[302.2059, 346.3235, 396.3235, 447.0588, 496.3235, 546.3235, 595.5882, 644.1176, 691.9118, 740.4412, 788.9706, 813.9706]","[160213, 132316.3, 92530.69, 64220.01, 45746.33, 34239.39, 26421.44, 23112.16, 20213.17, 17723.56, 15233.94, 14398.51]"
220,simga,"[305.6604, 321.5094, 342.6415, 369.0566, 391.9497, 414.8428, 439.4969, 464.1509, 487.044, 509.9371, 531.0692, 557.4843, 578.6164, 606.7925, 627.9245, 652.5786, 677.2327, 705.4088]","[243246.2, 219607.8, 192156.9, 162418.3, 137254.9, 118954.2, 97603.49, 85403.05, 71677.56, 64052.29, 51851.85, 45751.63, 39651.42, 37363.83, 33551.2, 28976.03, 27450.98, 25163.4]"
340,simga,"[303.8603, 319.8529, 369.4853, 420.2206, 469.3015, 518.9338, 568.5662, 617.6471, 666.7279, 715.8088, 763.7868, 812.3162]","[162350.5, 154624.8, 131125.6, 107625.7, 86699.1, 68022.98, 49346.86, 35172.65, 33538.63, 34798.5, 36058.97, 35389.87]"
394,simga,"[302.445, 319.5599, 369.0709, 418.5819, 467.4817, 516.3814, 565.8924, 614.7922, 663.6919]","[77806.79, 68929.5, 49347.26, 34203.66, 24281.98, 17232.38, 12532.64, 9921.671, 8877.285]"
243,simga,"[302.3841, 323.8411, 372.3179, 421.5894, 470.8609, 520.9272, 569.404, 620.2649, 667.947, 717.2185, 767.2848, 815.7616]","[304864.9, 287351.4, 249081.1, 214054.1, 181621.6, 154378.4, 132973, 115459.5, 101837.8, 90810.81, 82378.38, 77837.84]"
238,simga,"[300.6012, 319.1383, 367.2345, 415.8317, 464.9299, 512.5251, 561.1222, 609.7194, 658.3166, 706.4128]","[142036.4, 127870.7, 96709.91, 74570.02, 59389.14, 49104.39, 39851.09, 32144.19, 25725.94, 21369.28]"
305,simga,"[296.4181, 322.2645, 345.2225, 360.3999, 370.9088, 384.5266, 397.8075, 418.896, 444.0904, 469.0345, 493.6577, 518.1798, 541.6321, 566.204, 589.9228, 615.544, 640.0713, 663.8212, 687.46, 712.1412]","[858789, 779177.2, 729857, 686360.9, 665908.5, 636937.7, 621162, 582839.1, 537819.8, 488779.7, 441560.2, 398154.4, 368247, 334209.3, 302568.8, 280806.2, 254275.3, 235180.6, 218344.6, 203301.6]"
384,simga,"[303.2051, 323.0769, 373.0769, 423.0769, 473.0769, 523.7179, 573.7179, 623.0769, 673.7179, 723.7179, 773.7179, 823.7179, 873.0769, 903.2051]","[566176.5, 538865.5, 474789.9, 413865.5, 359243.7, 308823.5, 264705.9, 225840.3, 192226.9, 163865.5, 141806.7, 125000, 115546.2, 113445.4]"
331,simga,"[300, 319.1339, 367.9758, 416.3142, 465.1561, 513.998, 563.3434, 611.6818, 660.0201]","[194619.2, 171888.2, 125841.5, 93198.04, 71044.03, 54717.52, 41887.42, 33719.53, 26717.13]"
358,simga,"[303.0266, 323.2285, 349.6565, 373.2947, 397.9043, 424.9925, 449.8433, 498.278, 524.2446, 548.7713, 572.5564, 596.5997, 649.3551, 698.5349, 722.662, 873.5739, 899.0888, 929.647, 473.9021, 624.4668, 673.4003, 747.9297, 772.0201, 798.3689, 823.212, 846.5496]","[146894.1, 134223.7, 120451.8, 107317, 95273.65, 85280.26, 75879.47, 60799.94, 53768.43, 48956.87, 45104.07, 41026.27, 34719.27, 32439.34, 31364.54, 30934.85, 30973.56, 31195.5, 68040.31, 37625.98, 32922.73, 30414.33, 30414.33, 30414.33, 30100.78, 30100.78]"
335,simga,"[300, 319.9525, 369.8337, 419.715, 469.5962, 519.4774, 570.0713, 619.9525, 669.8337, 719.715, 769.5962, 819.4774]","[359238.5, 341321.4, 298320.3, 259798.4, 223068.3, 190817.5, 161254.2, 136170.2, 114669.7, 96752.52, 82418.81, 73460.25]"
231,simga,"[299.5992, 319.1383, 343.1864, 366.2325, 390.7816, 415.3307, 439.8798, 463.4269, 512.5251, 562.1242, 610.7214, 659.3186, 708.4168]","[193582.3, 175808.8, 155975.9, 137431, 122495.2, 108332.6, 97262.82, 89285.27, 74619.86, 60212.44, 48639.55, 39643.98, 32452.79]"
353,simga,"[302.513, 322.9446, 347.7099, 372.4739, 397.859, 422.6255, 447.3915, 472.158, 498.163, 523.5481, 548.314, 573.0818, 597.8478, 622.6156, 647.3821, 672.15, 696.9178, 721.6837, 746.4515, 771.2187, 795.9866, 821.3736, 846.1408, 872.7656, 897.5334, 929.7316]","[10359.77, 9811.645, 9080.054, 7978.852, 7432.256, 7070.274, 6523.487, 6161.506, 5799.906, 5253.31, 4706.523, 4714.152, 4167.365, 4174.994, 3813.012, 3820.641, 3828.27, 3281.483, 3289.112, 3111.935, 3119.564, 3127.383, 2950.207, 2773.603, 2781.231, 2791.149]"
