sample_id,tepname,temperature,tepvalue
67,rho,341.2214,1.15747e-05
67,rho,380.4798,1.009421e-05
67,rho,421.0469,9.690444e-06
67,rho,468.8113,1.103634e-05
67,rho,508.7241,1.265141e-05
67,rho,549.2912,1.453567e-05
67,rho,597.0556,1.736205e-05
67,rho,637.6227,2.086137e-05
67,rho,669.0294,2.341857e-05
67,rho,701.7448,2.462988e-05
67,rho,741.6576,2.678331e-05
67,rho,781.5703,2.934051e-05
67,rho,828.6805,3.243607e-05
67,rho,885.6052,3.566622e-05
427,rho,298.7234,2.857004e-05
427,rho,307.7226,3.448812e-05
427,rho,317.3243,4.048703e-05
427,rho,328.4273,4.786194e-05
427,rho,338.0285,5.658023e-05
427,rho,347.931,6.596035e-05
427,rho,358.7367,7.426098e-05
427,rho,368.6396,8.597076e-05
427,rho,377.9448,9.4786e-05
427,rho,387.849,0.0001074608
427,rho,398.0544,0.0001201433
427,rho,407.3596,0.0001324625
427,rho,417.5659,0.0001460449
427,rho,427.1711,0.0001621466
427,rho,436.7775,0.0001762971
427,rho,446.3835,0.0001930236
427,rho,456.5907,0.0002098687
427,rho,465.8981,0.0002234604
427,rho,475.2051,0.0002395971
427,rho,485.414,0.0002533415
427,rho,495.3221,0.0002697487
427,rho,505.5323,0.0002793186
427,rho,515.4413,0.0002932895
427,rho,525.0508,0.0003036946
427,rho,534.6612,0.000310114
427,rho,545.1731,0.0003144688
427,rho,555.0852,0.0003144688
427,rho,564.097,0.000310114
427,rho,571.607,0.0003058195
427,rho,579.4169,0.0003036946
427,rho,586.6266,0.000299489
427,rho,593.2351,0.000297408
69,rho,300.0,3.337454e-06
69,rho,325.1246,3.671199e-06
69,rho,349.9003,4.171817e-06
69,rho,374.676,4.894932e-06
69,rho,399.4516,5.562423e-06
69,rho,425.2742,6.396786e-06
69,rho,450.0499,7.398022e-06
69,rho,475.1745,8.510507e-06
69,rho,499.9501,9.567367e-06
69,rho,525.0748,1.073548e-05
69,rho,550.1994,1.223733e-05
69,rho,574.9751,1.340544e-05
69,rho,600.0997,1.518541e-05
69,rho,624.8754,1.690977e-05
69,rho,650.349,1.891224e-05
70,rho,292.1483,6.864065e-06
70,rho,348.4188,8.479139e-06
70,rho,421.0469,8.613728e-06
70,rho,493.675,1.036339e-05
70,rho,549.2912,1.238223e-05
70,rho,605.5616,1.53432e-05
70,rho,653.3261,1.816958e-05
70,rho,701.7448,1.870794e-05
70,rho,756.7067,2.018843e-05
70,rho,805.1254,2.274563e-05
70,rho,861.3959,2.543742e-05
70,rho,885.6052,2.624495e-05
344,rho,303.7113,2.805195e-05
344,rho,373.4021,3.711039e-05
344,rho,473.1959,5.172078e-05
344,rho,573.4021,7.568182e-05
344,rho,673.1959,9.496753e-05
71,rho,343.3916,7.214485e-06
71,rho,411.3216,9.749304e-06
71,rho,502.2533,1.579387e-05
71,rho,593.1893,2.300836e-05
71,rho,684.1413,3.451253e-05
71,rho,775.1101,5.050139e-05
72,rho,292.8026,3.189771e-05
72,rho,333.3697,3.472409e-05
72,rho,364.7764,3.71467e-05
72,rho,421.0469,3.930013e-05
72,rho,469.4656,4.199192e-05
72,rho,500.8724,4.535666e-05
72,rho,541.4395,5.154778e-05
72,rho,581.3522,5.841184e-05
72,rho,621.265,6.702557e-05
72,rho,653.3261,7.523553e-05
72,rho,685.3871,8.156124e-05
72,rho,709.5965,8.532974e-05
72,rho,749.5093,8.909825e-05
72,rho,773.7186,8.990579e-05
