sample_id,tepname,temperature,tepvalue
735,PF,122.4211,0.0002157661
735,PF,114.4851,0.0001915919
735,PF,101.7727,0.0001640115
735,PF,87.46668,0.0001364519
735,PF,71.54857,0.0001227861
735,PF,57.22872,0.0001056313
756,PF,330.1306,0.0001176706
756,PF,374.8764,0.0001394832
756,PF,422.6224,0.0001685056
756,PF,470.3577,0.0001939307
756,PF,518.1359,0.0002337446
756,PF,565.9034,0.0002699613
756,PF,612.2243,0.000320559
756,PF,658.5345,0.0003675596
756,PF,704.8018,0.0004001714
756,PF,751.0799,0.0004363805
756,PF,798.8367,0.000469
756,PF,848.1042,0.0005088215
756,PF,898.8719,0.0005522479
756,PF,945.1606,0.0005920541
756,PF,1001.939,0.0006534969
756,PF,1051.175,0.0006825269
757,PF,1053.114,0.000833616
757,PF,1005.272,0.0007722191
757,PF,945.6214,0.0007467327
757,PF,897.7146,0.0006637527
757,PF,848.4042,0.0006095425
757,PF,799.0831,0.0005517351
757,PF,752.7515,0.0004975401
757,PF,704.9733,0.0004577263
757,PF,661.6311,0.0004071438
757,PF,610.8635,0.0003637175
757,PF,567.532,0.0003167322
757,PF,516.7751,0.0002769031
757,PF,470.5077,0.0002442912
757,PF,422.7831,0.0002224632
757,PF,374.9514,0.0001646635
757,PF,330.1949,0.0001392536
758,PF,327.4518,0.0002183762
758,PF,375.1978,0.0002473986
758,PF,423.1046,0.0003303785
758,PF,466.3717,0.0003557807
758,PF,517.1287,0.0003956099
758,PF,564.9604,0.0004534097
758,PF,611.3349,0.0005219933
758,PF,660.6668,0.0005833979
758,PF,706.977,0.0006303984
758,PF,753.3515,0.0006989821
758,PF,802.7798,0.0007927613
758,PF,847.6542,0.0008577401
758,PF,896.8789,0.0008831729
758,PF,944.7535,0.0009553613
758,PF,1002.904,0.0009772429
758,PF,1050.757,0.001042237
759,PF,327.6768,0.0002939169
759,PF,374.0085,0.0003481119
759,PF,421.8081,0.0003951201
759,PF,471.1721,0.0004673162
759,PF,516.0786,0.0005430865
759,PF,560.953,0.0006080653
759,PF,611.7957,0.0006766719
759,PF,656.6808,0.0007452479
759,PF,704.5447,0.0008138392
759,PF,753.8658,0.0008716466
759,PF,800.2189,0.0009330359
759,PF,848.0721,0.00099803
759,PF,895.9038,0.00105583
759,PF,946.7143,0.001113645
759,PF,1000.504,0.001171475
759,PF,1052.707,0.001196923
760,PF,327.8804,0.0003622633
760,PF,377.0515,0.0003697102
760,PF,423.501,0.0004634741
760,PF,471.2899,0.0005068852
760,PF,519.1645,0.0005790736
760,PF,564.0925,0.0006620383
760,PF,610.5313,0.000752205
760,PF,661.4275,0.0008387975
760,PF,704.8447,0.0009145601
760,PF,755.6231,0.0009615837
760,PF,800.4868,0.001022965
760,PF,849.8508,0.001095161
760,PF,899.1612,0.001149372
760,PF,944.132,0.001246725
771,PF,331.5789,0.0001107345
771,PF,375.7895,0.0001265537
771,PF,422.5263,0.0001581921
771,PF,469.2632,0.0001977401
771,PF,517.2632,0.0002372881
771,PF,564.0,0.0002847458
771,PF,608.2105,0.0003163842
771,PF,658.7368,0.000359887
771,PF,702.9474,0.000399435
771,PF,752.2105,0.0004350282
771,PF,796.4211,0.0004666667
771,PF,844.4211,0.0005062147
771,PF,893.6842,0.0005536723
772,PF,330.3158,0.0001423729
772,PF,377.0526,0.0001740113
772,PF,425.0526,0.0002412429
772,PF,470.5263,0.0002649718
772,PF,519.7895,0.0003124294
772,PF,567.7895,0.0003480226
772,PF,617.0526,0.0004073446
772,PF,662.5263,0.0004429379
772,PF,710.5263,0.0004943503
772,PF,756.0,0.0005457627
772,PF,809.0526,0.0006011299
772,PF,857.0526,0.0006564972
772,PF,903.7895,0.0007079096
773,PF,330.3158,0.0002531073
773,PF,374.5263,0.000300565
773,PF,422.5263,0.0003836158
773,PF,470.5263,0.0004271186
773,PF,518.5263,0.0005062147
773,PF,569.0526,0.0005615819
773,PF,615.7895,0.0006248588
773,PF,661.2632,0.0006683616
773,PF,709.2632,0.0007158192
773,PF,757.2632,0.0007514124
773,PF,806.5263,0.0007909605
773,PF,854.5263,0.0008225989
773,PF,903.7895,0.0008621469
774,PF,330.3158,0.0004271186
774,PF,375.7895,0.0005062147
774,PF,423.7895,0.0006327684
774,PF,473.0526,0.0006960452
774,PF,518.5263,0.0007514124
